province,adcode,model,bodyType,regYear,regMonth,salesVolume,date,popularity,newsReplyVolume,carCommentVolume
河南,410000,25,3,2016,6,222,27,2316,55,43
浙江,330000,25,3,2016,6,638,27,2893,55,43
湖北,420000,25,3,2016,6,221,27,1243,55,43
湖南,430000,25,3,2016,6,177,27,1073,55,43
福建,350000,25,3,2016,6,66,27,731,55,43
辽宁,210000,25,3,2016,6,56,27,750,55,43
重庆,500000,25,3,2016,6,61,27,504,55,43
陕西,610000,25,3,2016,6,96,27,1177,55,43
黑龙江,230000,25,3,2016,6,25,27,634,55,43
上海,310000,39,2,2016,6,835,27,2744,321,1411
云南,530000,39,2,2016,6,297,27,1094,321,1411
内蒙古,150000,39,2,2016,6,288,27,835,321,1411
北京,110000,39,2,2016,6,593,27,3199,321,1411
四川,510000,39,2,2016,6,754,27,4040,321,1411
安徽,340000,39,2,2016,6,648,27,1681,321,1411
山东,370000,39,2,2016,6,1119,27,4559,321,1411
山西,140000,39,2,2016,6,359,27,1248,321,1411
广东,440000,39,2,2016,6,904,27,5288,321,1411
广西,450000,39,2,2016,6,307,27,867,321,1411
江苏,320000,39,2,2016,6,1195,27,3950,321,1411
江西,360000,39,2,2016,6,635,27,1428,321,1411
河北,130000,39,2,2016,6,660,27,2586,321,1411
河南,410000,39,2,2016,6,899,27,3696,321,1411
浙江,330000,39,2,2016,6,862,27,2882,321,1411
湖北,420000,39,2,2016,6,966,27,2543,321,1411
湖南,430000,39,2,2016,6,902,27,2395,321,1411
福建,350000,39,2,2016,6,273,27,1396,321,1411
辽宁,210000,39,2,2016,6,316,27,1084,321,1411
重庆,500000,39,2,2016,6,407,27,1168,321,1411
陕西,610000,39,2,2016,6,263,27,1486,321,1411
黑龙江,230000,39,2,2016,6,202,27,962,321,1411
上海,310000,30,3,2016,6,1353,27,3013,680,2294
云南,530000,30,3,2016,6,298,27,989,680,2294
内蒙古,150000,30,3,2016,6,328,27,794,680,2294
北京,110000,30,3,2016,6,232,27,3440,680,2294
四川,510000,30,3,2016,6,1549,27,4797,680,2294
安徽,340000,30,3,2016,6,1957,27,3208,680,2294
山东,370000,30,3,2016,6,2665,27,6236,680,2294
山西,140000,30,3,2016,6,612,27,1581,680,2294
广东,440000,30,3,2016,6,1841,27,6604,680,2294
广西,450000,30,3,2016,6,509,27,1027,680,2294
江苏,320000,30,3,2016,6,4119,27,7496,680,2294
江西,360000,30,3,2016,6,997,27,1844,680,2294
河北,130000,30,3,2016,6,1717,27,3680,680,2294
河南,410000,30,3,2016,6,2124,27,5269,680,2294
浙江,330000,30,3,2016,6,2635,27,5352,680,2294
湖北,420000,30,3,2016,6,1346,27,2668,680,2294
湖南,430000,30,3,2016,6,1388,27,2443,680,2294
福建,350000,30,3,2016,6,600,27,1904,680,2294
辽宁,210000,30,3,2016,6,466,27,1544,680,2294
重庆,500000,30,3,2016,6,487,27,1027,680,2294
陕西,610000,30,3,2016,6,590,27,2218,680,2294
黑龙江,230000,30,3,2016,6,233,27,1019,680,2294
上海,310000,49,3,2016,6,121,27,861,61,1344
云南,530000,49,3,2016,6,124,27,664,61,1344
内蒙古,150000,49,3,2016,6,155,27,502,61,1344
北京,110000,49,3,2016,6,764,27,1960,61,1344
四川,510000,49,3,2016,6,743,27,2605,61,1344
安徽,340000,49,3,2016,6,427,27,1054,61,1344
山东,370000,49,3,2016,6,1325,27,2649,61,1344
山西,140000,49,3,2016,6,273,27,1004,61,1344
广东,440000,49,3,2016,6,1183,27,4925,61,1344
广西,450000,49,3,2016,6,389,27,773,61,1344
江苏,320000,49,3,2016,6,971,27,2502,61,1344
江西,360000,49,3,2016,6,479,27,945,61,1344
河北,130000,49,3,2016,6,616,27,1999,61,1344
河南,410000,49,3,2016,6,1321,27,3024,61,1344
浙江,330000,49,3,2016,6,1900,27,3378,61,1344
湖北,420000,49,3,2016,6,475,27,1241,61,1344
湖南,430000,49,3,2016,6,885,27,1393,61,1344
福建,350000,49,3,2016,6,596,27,1137,61,1344
辽宁,210000,49,3,2016,6,242,27,857,61,1344
重庆,500000,49,3,2016,6,352,27,699,61,1344
陕西,610000,49,3,2016,6,670,27,1906,61,1344
黑龙江,230000,49,3,2016,6,96,27,586,61,1344
上海,310000,26,3,2016,6,91,27,446,367,24
云南,530000,26,3,2016,6,212,27,496,367,24
内蒙古,150000,26,3,2016,6,141,27,394,367,24
北京,110000,26,3,2016,6,166,27,1361,367,24
四川,510000,26,3,2016,6,542,27,1723,367,24
安徽,340000,26,3,2016,6,272,27,893,367,24
山东,370000,26,3,2016,6,814,27,2015,367,24
山西,140000,26,3,2016,6,304,27,849,367,24
广东,440000,26,3,2016,6,706,27,2756,367,24
广西,450000,26,3,2016,6,215,27,471,367,24
江苏,320000,26,3,2016,6,417,27,1645,367,24
江西,360000,26,3,2016,6,321,27,623,367,24
河北,130000,26,3,2016,6,796,27,1734,367,24
河南,410000,26,3,2016,6,796,27,2111,367,24
浙江,330000,26,3,2016,6,497,27,1576,367,24
湖北,420000,26,3,2016,6,308,27,818,367,24
湖南,430000,26,3,2016,6,570,27,849,367,24
福建,350000,26,3,2016,6,203,27,793,367,24
辽宁,210000,26,3,2016,6,253,27,777,367,24
重庆,500000,26,3,2016,6,221,27,424,367,24
陕西,610000,26,3,2016,6,383,27,1155,367,24
黑龙江,230000,26,3,2016,6,141,27,465,367,24
上海,310000,31,2,2016,6,130,27,885,29,85
云南,530000,31,2,2016,6,248,27,819,29,85
内蒙古,150000,31,2,2016,6,174,27,517,29,85
北京,110000,31,2,2016,6,100,27,1564,29,85
四川,510000,31,2,2016,6,618,27,2532,29,85
安徽,340000,31,2,2016,6,546,27,1343,29,85
山东,370000,31,2,2016,6,768,27,2637,29,85
山西,140000,31,2,2016,6,224,27,1034,29,85
广东,440000,31,2,2016,6,502,27,3293,29,85
广西,450000,31,2,2016,6,240,27,517,29,85
江苏,320000,31,2,2016,6,678,27,2367,29,85
江西,360000,31,2,2016,6,377,27,777,29,85
河北,130000,31,2,2016,6,785,27,1989,29,85
河南,410000,31,2,2016,6,719,27,2562,29,85
浙江,330000,31,2,2016,6,723,27,2114,29,85
湖北,420000,31,2,2016,6,489,27,1287,29,85
湖南,430000,31,2,2016,6,399,27,994,29,85
福建,350000,31,2,2016,6,178,27,671,29,85
辽宁,210000,31,2,2016,6,191,27,711,29,85
重庆,500000,31,2,2016,6,227,27,572,29,85
陕西,610000,31,2,2016,6,271,27,1185,29,85
黑龙江,230000,31,2,2016,6,319,27,1010,29,85
上海,310000,21,2,2016,6,422,27,3966,86,7946
云南,530000,21,2,2016,6,706,27,3125,86,7946
内蒙古,150000,21,2,2016,6,433,27,2043,86,7946
北京,110000,21,2,2016,6,391,27,7132,86,7946
四川,510000,21,2,2016,6,1306,27,8534,86,7946
安徽,340000,21,2,2016,6,1295,27,4380,86,7946
山东,370000,21,2,2016,6,2168,27,9109,86,7946
山西,140000,21,2,2016,6,509,27,3205,86,7946
广东,440000,21,2,2016,6,1866,27,13356,86,7946
广西,450000,21,2,2016,6,477,27,1909,86,7946
江苏,320000,21,2,2016,6,2468,27,9990,86,7946
江西,360000,21,2,2016,6,839,27,2390,86,7946
河北,130000,21,2,2016,6,1774,27,6384,86,7946
河南,410000,21,2,2016,6,2539,27,10257,86,7946
浙江,330000,21,2,2016,6,1905,27,8267,86,7946
湖北,420000,21,2,2016,6,1236,27,4581,86,7946
湖南,430000,21,2,2016,6,1450,27,3819,86,7946
福建,350000,21,2,2016,6,519,27,3152,86,7946
辽宁,210000,21,2,2016,6,846,27,4020,86,7946
重庆,500000,21,2,2016,6,695,27,2243,86,7946
陕西,610000,21,2,2016,6,468,27,3873,86,7946
黑龙江,230000,21,2,2016,6,573,27,2978,86,7946
上海,310000,8,3,2016,6,680,27,525,49,1534
云南,530000,8,3,2016,6,242,27,388,49,1534
内蒙古,150000,8,3,2016,6,340,27,233,49,1534
北京,110000,8,3,2016,6,1019,27,900,49,1534
四川,510000,8,3,2016,6,487,27,1080,49,1534
安徽,340000,8,3,2016,6,422,27,564,49,1534
山东,370000,8,3,2016,6,988,27,960,49,1534
山西,140000,8,3,2016,6,598,27,377,49,1534
广东,440000,8,3,2016,6,335,27,1262,49,1534
广西,450000,8,3,2016,6,114,27,214,49,1534
江苏,320000,8,3,2016,6,1215,27,1165,49,1534
江西,360000,8,3,2016,6,274,27,255,49,1534
河北,130000,8,3,2016,6,961,27,776,49,1534
河南,410000,8,3,2016,6,738,27,1170,49,1534
浙江,330000,8,3,2016,6,464,27,847,49,1534
湖北,420000,8,3,2016,6,317,27,391,49,1534
湖南,430000,8,3,2016,6,333,27,462,49,1534
福建,350000,8,3,2016,6,158,27,333,49,1534
辽宁,210000,8,3,2016,6,279,27,244,49,1534
重庆,500000,8,3,2016,6,482,27,371,49,1534
陕西,610000,8,3,2016,6,348,27,541,49,1534
黑龙江,230000,8,3,2016,6,115,27,204,49,1534
上海,310000,12,3,2016,6,39,27,735,252,3803
云南,530000,12,3,2016,6,971,27,868,252,3803
内蒙古,150000,12,3,2016,6,690,27,895,252,3803
北京,110000,12,3,2016,6,717,27,2632,252,3803
四川,510000,12,3,2016,6,2651,27,3005,252,3803
安徽,340000,12,3,2016,6,479,27,793,252,3803
山东,370000,12,3,2016,6,2812,27,3984,252,3803
山西,140000,12,3,2016,6,828,27,1431,252,3803
广东,440000,12,3,2016,6,1654,27,3851,252,3803
广西,450000,12,3,2016,6,331,27,416,252,3803
江苏,320000,12,3,2016,6,786,27,1826,252,3803
江西,360000,12,3,2016,6,292,27,562,252,3803
河北,130000,12,3,2016,6,3221,27,4432,252,3803
河南,410000,12,3,2016,6,1974,27,3377,252,3803
浙江,330000,12,3,2016,6,820,27,1533,252,3803
湖北,420000,12,3,2016,6,623,27,1077,252,3803
湖南,430000,12,3,2016,6,1358,27,1148,252,3803
福建,350000,12,3,2016,6,487,27,890,252,3803
辽宁,210000,12,3,2016,6,1498,27,1830,252,3803
重庆,500000,12,3,2016,6,370,27,580,252,3803
陕西,610000,12,3,2016,6,479,27,1374,252,3803
黑龙江,230000,12,3,2016,6,1253,27,1600,252,3803
上海,310000,23,3,2016,6,2462,27,1705,61,1069
云南,530000,23,3,2016,6,551,27,1244,61,1069
内蒙古,150000,23,3,2016,6,344,27,712,61,1069
北京,110000,23,3,2016,6,971,27,2434,61,1069
四川,510000,23,3,2016,6,1533,27,3816,61,1069
安徽,340000,23,3,2016,6,1799,27,2099,61,1069
山东,370000,23,3,2016,6,2715,27,3306,61,1069
山西,140000,23,3,2016,6,977,27,1304,61,1069
广东,440000,23,3,2016,6,1796,27,5482,61,1069
广西,450000,23,3,2016,6,379,27,795,61,1069
江苏,320000,23,3,2016,6,3219,27,4166,61,1069
江西,360000,23,3,2016,6,1233,27,1217,61,1069
河北,130000,23,3,2016,6,2587,27,2631,61,1069
河南,410000,23,3,2016,6,2702,27,4139,61,1069
浙江,330000,23,3,2016,6,1953,27,3355,61,1069
湖北,420000,23,3,2016,6,1213,27,1781,61,1069
湖南,430000,23,3,2016,6,1517,27,1858,61,1069
福建,350000,23,3,2016,6,843,27,1436,61,1069
辽宁,210000,23,3,2016,6,586,27,1085,61,1069
重庆,500000,23,3,2016,6,1013,27,1250,61,1069
陕西,610000,23,3,2016,6,861,27,1968,61,1069
黑龙江,230000,23,3,2016,6,327,27,784,61,1069
上海,310000,52,3,2016,6,629,27,1011,528,2435
云南,530000,52,3,2016,6,461,27,682,528,2435
内蒙古,150000,52,3,2016,6,440,27,505,528,2435
北京,110000,52,3,2016,6,301,27,1874,528,2435
四川,510000,52,3,2016,6,1055,27,2057,528,2435
安徽,340000,52,3,2016,6,869,27,899,528,2435
山东,370000,52,3,2016,6,2787,27,3103,528,2435
山西,140000,52,3,2016,6,1270,27,1380,528,2435
广东,440000,52,3,2016,6,460,27,2501,528,2435
广西,450000,52,3,2016,6,352,27,375,528,2435
江苏,320000,52,3,2016,6,1368,27,1982,528,2435
江西,360000,52,3,2016,6,315,27,577,528,2435
河北,130000,52,3,2016,6,2715,27,2876,528,2435
河南,410000,52,3,2016,6,1469,27,2361,528,2435
浙江,330000,52,3,2016,6,1016,27,1650,528,2435
湖北,420000,52,3,2016,6,353,27,859,528,2435
湖南,430000,52,3,2016,6,769,27,797,528,2435
福建,350000,52,3,2016,6,225,27,642,528,2435
辽宁,210000,52,3,2016,6,589,27,986,528,2435
重庆,500000,52,3,2016,6,413,27,639,528,2435
陕西,610000,52,3,2016,6,723,27,1275,528,2435
黑龙江,230000,52,3,2016,6,283,27,673,528,2435
上海,310000,47,3,2016,6,228,27,718,49,9540
云南,530000,47,3,2016,6,330,27,730,49,9540
内蒙古,150000,47,3,2016,6,262,27,498,49,9540
北京,110000,47,3,2016,6,1039,27,1710,49,9540
四川,510000,47,3,2016,6,596,27,2098,49,9540
安徽,340000,47,3,2016,6,403,27,996,49,9540
山东,370000,47,3,2016,6,1162,27,1965,49,9540
山西,140000,47,3,2016,6,264,27,599,49,9540
广东,440000,47,3,2016,6,537,27,2296,49,9540
广西,450000,47,3,2016,6,102,27,417,49,9540
江苏,320000,47,3,2016,6,925,27,2080,49,9540
江西,360000,47,3,2016,6,191,27,491,49,9540
河北,130000,47,3,2016,6,1391,27,1802,49,9540
河南,410000,47,3,2016,6,913,27,2016,49,9540
浙江,330000,47,3,2016,6,492,27,1561,49,9540
湖北,420000,47,3,2016,6,337,27,822,49,9540
湖南,430000,47,3,2016,6,277,27,757,49,9540
福建,350000,47,3,2016,6,216,27,716,49,9540
辽宁,210000,47,3,2016,6,769,27,888,49,9540
重庆,500000,47,3,2016,6,314,27,525,49,9540
陕西,610000,47,3,2016,6,312,27,950,49,9540
黑龙江,230000,47,3,2016,6,828,27,868,49,9540
上海,310000,40,2,2016,6,1141,27,3065,112,1826
云南,530000,40,2,2016,6,373,27,1603,112,1826
内蒙古,150000,40,2,2016,6,254,27,1108,112,1826
北京,110000,40,2,2016,6,998,27,4421,112,1826
四川,510000,40,2,2016,6,903,27,5216,112,1826
安徽,340000,40,2,2016,6,725,27,2144,112,1826
山东,370000,40,2,2016,6,1082,27,5270,112,1826
山西,140000,40,2,2016,6,221,27,1643,112,1826
广东,440000,40,2,2016,6,1114,27,6679,112,1826
广西,450000,40,2,2016,6,223,27,828,112,1826
江苏,320000,40,2,2016,6,1433,27,5510,112,1826
江西,360000,40,2,2016,6,661,27,1596,112,1826
河北,130000,40,2,2016,6,622,27,4114,112,1826
河南,410000,40,2,2016,6,866,27,4341,112,1826
浙江,330000,40,2,2016,6,1826,27,4949,112,1826
湖北,420000,40,2,2016,6,798,27,2685,112,1826
湖南,430000,40,2,2016,6,770,27,2210,112,1826
福建,350000,40,2,2016,6,587,27,1957,112,1826
辽宁,210000,40,2,2016,6,332,27,1790,112,1826
重庆,500000,40,2,2016,6,448,27,1442,112,1826
陕西,610000,40,2,2016,6,335,27,2297,112,1826
黑龙江,230000,40,2,2016,6,399,27,1576,112,1826
上海,310000,16,3,2016,6,464,27,2300,464,4314
云南,530000,16,3,2016,6,509,27,1422,464,4314
内蒙古,150000,16,3,2016,6,393,27,1211,464,4314
北京,110000,16,3,2016,6,1018,27,5246,464,4314
四川,510000,16,3,2016,6,1748,27,5711,464,4314
安徽,340000,16,3,2016,6,1110,27,2423,464,4314
山东,370000,16,3,2016,6,1895,27,6320,464,4314
山西,140000,16,3,2016,6,589,27,2002,464,4314
广东,440000,16,3,2016,6,1093,27,7256,464,4314
广西,450000,16,3,2016,6,295,27,827,464,4314
江苏,320000,16,3,2016,6,2334,27,5841,464,4314
江西,360000,16,3,2016,6,503,27,1436,464,4314
河北,130000,16,3,2016,6,2392,27,6894,464,4314
河南,410000,16,3,2016,6,1841,27,5696,464,4314
浙江,330000,16,3,2016,6,1550,27,4346,464,4314
湖北,420000,16,3,2016,6,848,27,2322,464,4314
湖南,430000,16,3,2016,6,696,27,1959,464,4314
福建,350000,16,3,2016,6,495,27,1828,464,4314
辽宁,210000,16,3,2016,6,717,27,2656,464,4314
重庆,500000,16,3,2016,6,378,27,1132,464,4314
陕西,610000,16,3,2016,6,472,27,2539,464,4314
黑龙江,230000,16,3,2016,6,774,27,2358,464,4314
上海,310000,28,0,2016,6,553,27,891,446,692
云南,530000,28,0,2016,6,317,27,658,446,692
内蒙古,150000,28,0,2016,6,301,27,474,446,692
北京,110000,28,0,2016,6,826,27,1306,446,692
四川,510000,28,0,2016,6,715,27,1991,446,692
安徽,340000,28,0,2016,6,656,27,1025,446,692
山东,370000,28,0,2016,6,1685,27,2140,446,692
山西,140000,28,0,2016,6,275,27,522,446,692
广东,440000,28,0,2016,6,912,27,2623,446,692
广西,450000,28,0,2016,6,233,27,403,446,692
江苏,320000,28,0,2016,6,2016,27,2494,446,692
江西,360000,28,0,2016,6,347,27,537,446,692
河北,130000,28,0,2016,6,1298,27,1657,446,692
河南,410000,28,0,2016,6,959,27,2138,446,692
浙江,330000,28,0,2016,6,1671,27,2193,446,692
湖北,420000,28,0,2016,6,574,27,920,446,692
湖南,430000,28,0,2016,6,442,27,823,446,692
福建,350000,28,0,2016,6,373,27,718,446,692
辽宁,210000,28,0,2016,6,420,27,716,446,692
重庆,500000,28,0,2016,6,198,27,485,446,692
陕西,610000,28,0,2016,6,321,27,1051,446,692
黑龙江,230000,28,0,2016,6,454,27,561,446,692
上海,310000,11,2,2016,6,113,27,197,300,675
云南,530000,11,2,2016,6,89,27,155,300,675
内蒙古,150000,11,2,2016,6,111,27,128,300,675
北京,110000,11,2,2016,6,149,27,609,300,675
四川,510000,11,2,2016,6,301,27,550,300,675
安徽,340000,11,2,2016,6,526,27,434,300,675
山东,370000,11,2,2016,6,855,27,622,300,675
山西,140000,11,2,2016,6,143,27,241,300,675
广东,440000,11,2,2016,6,223,27,753,300,675
广西,450000,11,2,2016,6,100,27,170,300,675
江苏,320000,11,2,2016,6,403,27,665,300,675
江西,360000,11,2,2016,6,121,27,157,300,675
河北,130000,11,2,2016,6,455,27,425,300,675
河南,410000,11,2,2016,6,453,27,455,300,675
浙江,330000,11,2,2016,6,161,27,463,300,675
湖北,420000,11,2,2016,6,285,27,254,300,675
湖南,430000,11,2,2016,6,205,27,195,300,675
福建,350000,11,2,2016,6,88,27,294,300,675
辽宁,210000,11,2,2016,6,234,27,316,300,675
重庆,500000,11,2,2016,6,222,27,148,300,675
陕西,610000,11,2,2016,6,113,27,241,300,675
黑龙江,230000,11,2,2016,6,206,27,223,300,675
上海,310000,0,3,2016,6,527,27,501,252,143
云南,530000,0,3,2016,6,185,27,208,252,143
内蒙古,150000,0,3,2016,6,106,27,123,252,143
北京,110000,0,3,2016,6,646,27,677,252,143
四川,510000,0,3,2016,6,486,27,827,252,143
安徽,340000,0,3,2016,6,244,27,293,252,143
山东,370000,0,3,2016,6,443,27,672,252,143
山西,140000,0,3,2016,6,101,27,151,252,143
广东,440000,0,3,2016,6,1160,27,1488,252,143
广西,450000,0,3,2016,6,129,27,202,252,143
江苏,320000,0,3,2016,6,1469,27,1034,252,143
江西,360000,0,3,2016,6,165,27,218,252,143
河北,130000,0,3,2016,6,337,27,434,252,143
河南,410000,0,3,2016,6,291,27,552,252,143
浙江,330000,0,3,2016,6,1210,27,884,252,143
湖北,420000,0,3,2016,6,300,27,398,252,143
湖南,430000,0,3,2016,6,229,27,323,252,143
福建,350000,0,3,2016,6,354,27,379,252,143
辽宁,210000,0,3,2016,6,254,27,251,252,143
重庆,500000,0,3,2016,6,232,27,223,252,143
陕西,610000,0,3,2016,6,241,27,367,252,143
黑龙江,230000,0,3,2016,6,80,27,162,252,143
上海,310000,20,2,2016,6,272,27,906,154,0
云南,530000,20,2,2016,6,143,27,479,154,0
内蒙古,150000,20,2,2016,6,109,27,271,154,0
北京,110000,20,2,2016,6,362,27,1314,154,0
四川,510000,20,2,2016,6,380,27,1435,154,0
安徽,340000,20,2,2016,6,187,27,603,154,0
山东,370000,20,2,2016,6,309,27,1400,154,0
山西,140000,20,2,2016,6,91,27,344,154,0
广东,440000,20,2,2016,6,522,27,1980,154,0
广西,450000,20,2,2016,6,124,27,318,154,0
江苏,320000,20,2,2016,6,698,27,1940,154,0
江西,360000,20,2,2016,6,139,27,384,154,0
河北,130000,20,2,2016,6,197,27,853,154,0
河南,410000,20,2,2016,6,189,27,1047,154,0
浙江,330000,20,2,2016,6,565,27,1572,154,0
湖北,420000,20,2,2016,6,292,27,809,154,0
湖南,430000,20,2,2016,6,169,27,570,154,0
福建,350000,20,2,2016,6,256,27,548,154,0
辽宁,210000,20,2,2016,6,154,27,508,154,0
重庆,500000,20,2,2016,6,142,27,421,154,0
陕西,610000,20,2,2016,6,168,27,734,154,0
黑龙江,230000,20,2,2016,6,70,27,417,154,0
上海,310000,35,2,2016,6,551,27,1337,256,159
云南,530000,35,2,2016,6,222,27,803,256,159
内蒙古,150000,35,2,2016,6,81,27,383,256,159
北京,110000,35,2,2016,6,717,27,2110,256,159
四川,510000,35,2,2016,6,494,27,2398,256,159
安徽,340000,35,2,2016,6,188,27,872,256,159
山东,370000,35,2,2016,6,346,27,1942,256,159
山西,140000,35,2,2016,6,102,27,467,256,159
广东,440000,35,2,2016,6,769,27,2998,256,159
广西,450000,35,2,2016,6,100,27,464,256,159
江苏,320000,35,2,2016,6,962,27,2722,256,159
江西,360000,35,2,2016,6,125,27,518,256,159
河北,130000,35,2,2016,6,229,27,1475,256,159
河南,410000,35,2,2016,6,207,27,1604,256,159
浙江,330000,35,2,2016,6,810,27,2464,256,159
湖北,420000,35,2,2016,6,260,27,1073,256,159
湖南,430000,35,2,2016,6,200,27,884,256,159
福建,350000,35,2,2016,6,265,27,1217,256,159
辽宁,210000,35,2,2016,6,254,27,767,256,159
重庆,500000,35,2,2016,6,164,27,632,256,159
陕西,610000,35,2,2016,6,206,27,965,256,159
黑龙江,230000,35,2,2016,6,97,27,581,256,159
上海,310000,41,0,2016,6,149,27,3788,43,28
云南,530000,41,0,2016,6,43,27,1853,43,28
内蒙古,150000,41,0,2016,6,23,27,1265,43,28
北京,110000,41,0,2016,6,192,27,5434,43,28
四川,510000,41,0,2016,6,94,27,7261,43,28
安徽,340000,41,0,2016,6,85,27,2776,43,28
山东,370000,41,0,2016,6,203,27,6275,43,28
山西,140000,41,0,2016,6,28,27,1645,43,28
广东,440000,41,0,2016,6,209,27,9042,43,28
广西,450000,41,0,2016,6,23,27,1103,43,28
江苏,320000,41,0,2016,6,345,27,8771,43,28
江西,360000,41,0,2016,6,31,27,1763,43,28
河北,130000,41,0,2016,6,119,27,5317,43,28
河南,410000,41,0,2016,6,88,27,4964,43,28
浙江,330000,41,0,2016,6,297,27,7749,43,28
湖北,420000,41,0,2016,6,72,27,3336,43,28
湖南,430000,41,0,2016,6,48,27,2550,43,28
福建,350000,41,0,2016,6,59,27,2649,43,28
辽宁,210000,41,0,2016,6,61,27,2459,43,28
重庆,500000,41,0,2016,6,28,27,1718,43,28
陕西,610000,41,0,2016,6,52,27,3463,43,28
黑龙江,230000,41,0,2016,6,50,27,1889,43,28
上海,310000,53,3,2016,6,736,27,5316,1,354
云南,530000,53,3,2016,6,237,27,2975,1,354
内蒙古,150000,53,3,2016,6,131,27,2284,1,354
北京,110000,53,3,2016,6,881,27,8292,1,354
四川,510000,53,3,2016,6,609,27,10985,1,354
安徽,340000,53,3,2016,6,319,27,4343,1,354
山东,370000,53,3,2016,6,672,27,9787,1,354
山西,140000,53,3,2016,6,145,27,2552,1,354
广东,440000,53,3,2016,6,973,27,14102,1,354
广西,450000,53,3,2016,6,120,27,1819,1,354
江苏,320000,53,3,2016,6,1500,27,12381,1,354
江西,360000,53,3,2016,6,194,27,2933,1,354
河北,130000,53,3,2016,6,506,27,7869,1,354
河南,410000,53,3,2016,6,442,27,8292,1,354
浙江,330000,53,3,2016,6,1826,27,12226,1,354
湖北,420000,53,3,2016,6,346,27,4682,1,354
湖南,430000,53,3,2016,6,344,27,4357,1,354
福建,350000,53,3,2016,6,285,27,3539,1,354
辽宁,210000,53,3,2016,6,459,27,4117,1,354
重庆,500000,53,3,2016,6,225,27,2538,1,354
陕西,610000,53,3,2016,6,315,27,5415,1,354
黑龙江,230000,53,3,2016,6,211,27,2820,1,354
上海,310000,42,2,2016,6,327,27,2990,28,1904
云南,530000,42,2,2016,6,108,27,1773,28,1904
内蒙古,150000,42,2,2016,6,136,27,1224,28,1904
北京,110000,42,2,2016,6,332,27,4047,28,1904
四川,510000,42,2,2016,6,406,27,5348,28,1904
安徽,340000,42,2,2016,6,223,27,2309,28,1904
山东,370000,42,2,2016,6,378,27,4701,28,1904
山西,140000,42,2,2016,6,114,27,1460,28,1904
广东,440000,42,2,2016,6,684,27,6954,28,1904
广西,450000,42,2,2016,6,120,27,959,28,1904
江苏,320000,42,2,2016,6,854,27,6565,28,1904
江西,360000,42,2,2016,6,151,27,1530,28,1904
河北,130000,42,2,2016,6,275,27,3887,28,1904
河南,410000,42,2,2016,6,257,27,3797,28,1904
浙江,330000,42,2,2016,6,971,27,6113,28,1904
湖北,420000,42,2,2016,6,352,27,2858,28,1904
湖南,430000,42,2,2016,6,286,27,2371,28,1904
福建,350000,42,2,2016,6,238,27,1933,28,1904
辽宁,210000,42,2,2016,6,149,27,1787,28,1904
重庆,500000,42,2,2016,6,135,27,1300,28,1904
陕西,610000,42,2,2016,6,148,27,2475,28,1904
黑龙江,230000,42,2,2016,6,121,27,1432,28,1904
上海,310000,50,2,2016,6,576,27,3802,40,732
云南,530000,50,2,2016,6,204,27,2699,40,732
内蒙古,150000,50,2,2016,6,169,27,1715,40,732
北京,110000,50,2,2016,6,1008,27,6567,40,732
四川,510000,50,2,2016,6,748,27,8042,40,732
安徽,340000,50,2,2016,6,300,27,2895,40,732
山东,370000,50,2,2016,6,623,27,6742,40,732
山西,140000,50,2,2016,6,127,27,1879,40,732
广东,440000,50,2,2016,6,1303,27,10927,40,732
广西,450000,50,2,2016,6,161,27,1562,40,732
江苏,320000,50,2,2016,6,1078,27,8239,40,732
江西,360000,50,2,2016,6,228,27,2076,40,732
河北,130000,50,2,2016,6,442,27,5256,40,732
河南,410000,50,2,2016,6,472,27,5922,40,732
浙江,330000,50,2,2016,6,1251,27,7551,40,732
湖北,420000,50,2,2016,6,467,27,3999,40,732
湖南,430000,50,2,2016,6,451,27,3584,40,732
福建,350000,50,2,2016,6,272,27,2863,40,732
辽宁,210000,50,2,2016,6,340,27,2917,40,732
重庆,500000,50,2,2016,6,291,27,1988,40,732
陕西,610000,50,2,2016,6,302,27,3529,40,732
黑龙江,230000,50,2,2016,6,224,27,2272,40,732
上海,310000,24,3,2016,6,547,27,3195,316,1501
云南,530000,24,3,2016,6,183,27,1602,316,1501
内蒙古,150000,24,3,2016,6,52,27,809,316,1501
北京,110000,24,3,2016,6,595,27,4578,316,1501
四川,510000,24,3,2016,6,569,27,5725,316,1501
安徽,340000,24,3,2016,6,284,27,2403,316,1501
山东,370000,24,3,2016,6,386,27,4662,316,1501
山西,140000,24,3,2016,6,61,27,1028,316,1501
广东,440000,24,3,2016,6,1023,27,8431,316,1501
广西,450000,24,3,2016,6,110,27,1121,316,1501
江苏,320000,24,3,2016,6,879,27,6323,316,1501
江西,360000,24,3,2016,6,160,27,1391,316,1501
河北,130000,24,3,2016,6,287,27,3659,316,1501
河南,410000,24,3,2016,6,315,27,3929,316,1501
浙江,330000,24,3,2016,6,1389,27,7301,316,1501
湖北,420000,24,3,2016,6,266,27,2428,316,1501
湖南,430000,24,3,2016,6,336,27,2394,316,1501
福建,350000,24,3,2016,6,252,27,2099,316,1501
辽宁,210000,24,3,2016,6,205,27,1795,316,1501
重庆,500000,24,3,2016,6,227,27,1585,316,1501
陕西,610000,24,3,2016,6,182,27,2833,316,1501
黑龙江,230000,24,3,2016,6,66,27,1163,316,1501
